block,plot,treatment,date,abundance,richness
2,402,6,7/8/2021,0,0
3,604,3,7/19/2021,19,6
3,604,3,8/3/2021,20,6
3,604,3,8/10/2021,0,0
3,604,3,8/23/2021,0,0
3,604,3,8/16/2021,23,6
3,604,3,7/7/2021,0,0
3,604,3,7/26/2021,0,0
3,604,3,6/23/2021,2,2
3,604,3,7/12/2021,15,7
3,604,3,9/7/2021,0,0
3,604,3,6/26/2021,0,0
3,604,3,7/6/2021,0,0
3,604,3,6/7/2021,0,0
3,604,3,6/24/2021,0,0
3,604,3,7/8/2021,0,0
1,101,1,7/19/2021,14,9
1,101,1,8/3/2021,15,5
1,101,1,8/10/2021,0,0
1,101,1,8/23/2021,0,0
1,101,1,8/16/2021,9,4
1,101,1,7/7/2021,38,6
1,101,1,7/26/2021,0,0
1,101,1,6/23/2021,4,3
1,101,1,7/12/2021,0,0
1,101,1,9/7/2021,0,0
1,101,1,6/26/2021,0,0
1,101,1,7/6/2021,0,0
1,101,1,6/7/2021,0,0
1,101,1,6/24/2021,0,0
1,101,1,7/8/2021,0,0
1,103,5,7/19/2021,15,5
1,103,5,8/3/2021,17,1
1,103,5,8/10/2021,0,0
1,103,5,8/23/2021,0,0
1,103,5,8/16/2021,10,4
1,103,5,7/7/2021,48,3
1,103,5,7/26/2021,0,0
1,103,5,6/23/2021,2,2
1,103,5,7/12/2021,0,0
1,103,5,9/7/2021,0,0
1,103,5,6/26/2021,0,0
1,103,5,7/6/2021,0,0
1,103,5,6/7/2021,0,0
1,103,5,6/24/2021,0,0
1,103,5,7/8/2021,3,1
2,403,4,7/19/2021,0,0
2,403,4,8/3/2021,0,0
2,403,4,8/10/2021,4,3
2,403,4,8/23/2021,5,2
2,403,4,8/16/2021,0,0
2,403,4,7/7/2021,0,0
2,403,4,7/26/2021,18,2
2,403,4,6/23/2021,0,0
2,403,4,7/12/2021,0,0
2,403,4,9/7/2021,3,3
2,403,4,6/26/2021,0,0
2,403,4,7/6/2021,0,0
2,403,4,6/7/2021,0,0
2,403,4,6/24/2021,0,0
2,403,4,7/8/2021,0,0
3,602,4,7/19/2021,4,3
3,602,4,8/3/2021,21,4
3,602,4,8/10/2021,0,0
3,602,4,8/23/2021,0,0
3,602,4,8/16/2021,5,3
3,602,4,7/7/2021,6,4
3,602,4,7/26/2021,0,0
3,602,4,6/23/2021,1,1
3,602,4,7/12/2021,0,0
3,602,4,9/7/2021,0,0
3,602,4,6/26/2021,0,0
3,602,4,7/6/2021,0,0
3,602,4,6/7/2021,0,0
3,602,4,6/24/2021,0,0
3,602,4,7/8/2021,0,0
2,304,1,7/19/2021,16,5
2,304,1,8/3/2021,22,5
2,304,1,8/10/2021,0,0
2,304,1,8/23/2021,0,0
2,304,1,8/16/2021,12,2
2,304,1,7/7/2021,35,8
2,304,1,7/26/2021,0,0
2,304,1,6/23/2021,2,1
2,304,1,7/12/2021,0,0
2,304,1,9/7/2021,0,0
2,304,1,6/26/2021,0,0
2,304,1,7/6/2021,0,0
2,304,1,6/7/2021,0,0
2,304,1,6/24/2021,0,0
2,304,1,7/8/2021,0,0
3,603,2,7/19/2021,20,4
3,603,2,8/3/2021,17,3
3,603,2,8/10/2021,0,0
3,603,2,8/23/2021,0,0
3,603,2,8/16/2021,12,5
3,603,2,7/7/2021,16,3
3,603,2,7/26/2021,0,0
3,603,2,6/23/2021,5,3
3,603,2,7/12/2021,0,0
3,603,2,9/7/2021,0,0
3,603,2,6/26/2021,0,0
3,603,2,7/6/2021,0,0
3,603,2,6/7/2021,0,0
3,603,2,6/24/2021,0,0
3,603,2,7/8/2021,0,0
3,603,2,7/19/2021,0,0
3,603,2,8/3/2021,0,0
3,603,2,8/10/2021,15,2
3,603,2,8/23/2021,8,2
3,603,2,8/16/2021,0,0
3,603,2,7/7/2021,0,0
3,603,2,7/26/2021,13,3
3,603,2,6/23/2021,0,0
3,603,2,7/12/2021,0,0
3,603,2,9/7/2021,5,3
3,603,2,6/26/2021,0,0
3,603,2,7/6/2021,0,0
3,603,2,6/7/2021,0,0
3,603,2,6/24/2021,0,0
3,603,2,7/8/2021,0,0
2,404,3,7/19/2021,0,0
2,404,3,8/3/2021,0,0
2,404,3,8/10/2021,11,5
2,404,3,8/23/2021,17,4
2,404,3,8/16/2021,0,0
2,404,3,7/7/2021,0,0
2,404,3,7/26/2021,4,4
2,404,3,6/23/2021,0,0
2,404,3,7/12/2021,2,2
2,404,3,9/7/2021,2,1
2,404,3,6/26/2021,0,0
2,404,3,7/6/2021,0,0
2,404,3,6/7/2021,0,0
2,404,3,6/24/2021,0,0
2,404,3,7/8/2021,0,0
2,301,2,7/19/2021,11,6
2,301,2,8/3/2021,25,6
2,301,2,8/10/2021,0,0
2,301,2,8/23/2021,0,0
2,301,2,8/16/2021,6,2
2,301,2,7/7/2021,39,7
2,301,2,7/26/2021,0,0
2,301,2,6/23/2021,1,1
2,301,2,7/12/2021,0,0
2,301,2,9/7/2021,0,0
2,301,2,6/26/2021,0,0
2,301,2,7/6/2021,0,0
2,301,2,6/7/2021,0,0
2,301,2,6/24/2021,0,0
2,301,2,7/8/2021,0,0
3,501,1,7/19/2021,14,6
3,501,1,8/3/2021,27,6
3,501,1,8/10/2021,0,0
3,501,1,8/23/2021,0,0
3,501,1,8/16/2021,9,2
3,501,1,7/7/2021,49,6
3,501,1,7/26/2021,0,0
3,501,1,6/23/2021,1,1
3,501,1,7/12/2021,0,0
3,501,1,9/7/2021,0,0
3,501,1,6/26/2021,0,0
3,501,1,7/6/2021,0,0
3,501,1,6/7/2021,0,0
3,501,1,6/24/2021,0,0
3,501,1,7/8/2021,0,0
3,502,5,7/19/2021,16,7
3,502,5,8/3/2021,20,4
3,502,5,8/10/2021,0,0
3,502,5,8/23/2021,0,0
3,502,5,8/16/2021,5,5
3,502,5,7/7/2021,3,2
3,502,5,7/26/2021,0,0
3,502,5,6/23/2021,4,3
3,502,5,7/12/2021,0,0
3,502,5,9/7/2021,0,0
3,502,5,6/26/2021,0,0
3,502,5,7/6/2021,0,0
3,502,5,6/7/2021,0,0
3,502,5,6/24/2021,0,0
3,502,5,7/8/2021,0,0
4,704,4,7/19/2021,14,5
4,704,4,8/3/2021,18,5
4,704,4,8/10/2021,0,0
4,704,4,8/23/2021,0,0
4,704,4,8/16/2021,7,3
4,704,4,7/7/2021,1,1
4,704,4,7/26/2021,0,0
4,704,4,6/23/2021,2,1
4,704,4,7/12/2021,2,1
4,704,4,9/7/2021,0,0
4,704,4,6/26/2021,0,0
4,704,4,7/6/2021,0,0
4,704,4,6/7/2021,0,0
4,704,4,6/24/2021,0,0
4,704,4,7/8/2021,0,0
4,701,6,7/19/2021,0,0
4,701,6,8/3/2021,0,0
4,701,6,8/10/2021,16,5
4,701,6,8/23/2021,2,1
4,701,6,8/16/2021,0,0
4,701,6,7/7/2021,0,0
4,701,6,7/26/2021,1,1
4,701,6,6/23/2021,0,0
4,701,6,7/12/2021,10,4
4,701,6,9/7/2021,7,3
4,701,6,6/26/2021,0,0
4,701,6,7/6/2021,0,0
4,701,6,6/7/2021,0,0
4,701,6,6/24/2021,0,0
4,701,6,7/8/2021,0,0
4,802,2,7/19/2021,0,0
4,802,2,8/3/2021,0,0
4,802,2,8/10/2021,12,1
4,802,2,8/23/2021,7,4
4,802,2,8/16/2021,0,0
4,802,2,7/7/2021,0,0
4,802,2,7/26/2021,4,3
4,802,2,6/23/2021,0,0
4,802,2,7/12/2021,4,2
4,802,2,9/7/2021,8,1
4,802,2,6/26/2021,0,0
4,802,2,7/6/2021,0,0
4,802,2,6/7/2021,0,0
4,802,2,6/24/2021,0,0
4,802,2,7/8/2021,0,0
4,702,3,7/19/2021,0,0
4,702,3,8/3/2021,0,0
4,702,3,8/10/2021,15,3
4,702,3,8/23/2021,6,4
4,702,3,8/16/2021,0,0
4,702,3,7/7/2021,0,0
4,702,3,7/26/2021,7,3
4,702,3,6/23/2021,0,0
4,702,3,7/12/2021,3,2
4,702,3,9/7/2021,4,1
4,702,3,6/26/2021,0,0
4,702,3,7/6/2021,0,0
4,702,3,6/7/2021,0,0
4,702,3,6/24/2021,0,0
4,702,3,7/8/2021,0,0
3,503,7,7/19/2021,0,0
3,503,7,8/3/2021,0,0
3,503,7,8/10/2021,4,1
3,503,7,8/23/2021,13,2
3,503,7,8/16/2021,0,0
3,503,7,7/7/2021,0,0
3,503,7,7/26/2021,1,1
3,503,7,6/23/2021,0,0
3,503,7,7/12/2021,2,2
3,503,7,9/7/2021,1,1
3,503,7,6/26/2021,0,0
3,503,7,7/6/2021,0,0
3,503,7,6/7/2021,0,0
3,503,7,6/24/2021,0,0
3,503,7,7/8/2021,0,0
2,301,2,7/19/2021,0,0
2,301,2,8/3/2021,0,0
2,301,2,8/10/2021,4,3
2,301,2,8/23/2021,11,1
2,301,2,8/16/2021,0,0
2,301,2,7/7/2021,0,0
2,301,2,7/26/2021,7,1
2,301,2,6/23/2021,0,0
2,301,2,7/12/2021,2,1
2,301,2,9/7/2021,8,3
2,301,2,6/26/2021,0,0
2,301,2,7/6/2021,0,0
2,301,2,6/7/2021,0,0
2,301,2,6/24/2021,0,0
2,301,2,7/8/2021,0,0
4,702,3,7/19/2021,22,6
4,702,3,8/3/2021,17,4
4,702,3,8/10/2021,0,0
4,702,3,8/23/2021,0,0
4,702,3,8/16/2021,14,4
4,702,3,7/7/2021,8,3
4,702,3,7/26/2021,0,0
4,702,3,6/23/2021,1,1
4,702,3,7/12/2021,0,0
4,702,3,9/7/2021,0,0
4,702,3,6/26/2021,0,0
4,702,3,7/6/2021,0,0
4,702,3,6/7/2021,0,0
4,702,3,6/24/2021,0,0
4,702,3,7/8/2021,0,0
4,704,4,7/19/2021,0,0
4,704,4,8/3/2021,0,0
4,704,4,8/10/2021,7,3
4,704,4,8/23/2021,5,3
4,704,4,8/16/2021,0,0
4,704,4,7/7/2021,0,0
4,704,4,7/26/2021,9,3
4,704,4,6/23/2021,0,0
4,704,4,7/12/2021,8,3
4,704,4,9/7/2021,2,1
4,704,4,6/26/2021,0,0
4,704,4,7/6/2021,0,0
4,704,4,6/7/2021,0,0
4,704,4,6/24/2021,0,0
4,704,4,7/8/2021,0,0
3,503,7,7/19/2021,8,5
3,503,7,8/3/2021,12,2
3,503,7,8/10/2021,0,0
3,503,7,8/23/2021,0,0
3,503,7,8/16/2021,9,3
3,503,7,7/7/2021,17,3
3,503,7,7/26/2021,0,0
3,503,7,6/23/2021,2,2
3,503,7,7/12/2021,0,0
3,503,7,9/7/2021,0,0
3,503,7,6/26/2021,0,0
3,503,7,7/6/2021,0,0
3,503,7,6/7/2021,0,0
3,503,7,6/24/2021,0,0
3,503,7,7/8/2021,0,0
2,404,3,7/19/2021,19,6
2,404,3,8/3/2021,26,6
2,404,3,8/10/2021,0,0
2,404,3,8/23/2021,0,0
2,404,3,8/16/2021,16,5
2,404,3,7/7/2021,0,0
2,404,3,7/26/2021,0,0
2,404,3,6/23/2021,4,2
2,404,3,7/12/2021,0,0
2,404,3,9/7/2021,0,0
2,404,3,6/26/2021,0,0
2,404,3,7/6/2021,32,6
2,404,3,6/7/2021,0,0
2,404,3,6/24/2021,0,0
2,404,3,7/8/2021,0,0
2,303,7,7/19/2021,9,2
2,303,7,8/3/2021,10,2
2,303,7,8/10/2021,0,0
2,303,7,8/23/2021,0,0
2,303,7,8/16/2021,10,3
2,303,7,7/7/2021,37,6
2,303,7,7/26/2021,0,0
2,303,7,6/23/2021,1,1
2,303,7,7/12/2021,0,0
2,303,7,9/7/2021,0,0
2,303,7,6/26/2021,0,0
2,303,7,7/6/2021,0,0
2,303,7,6/7/2021,0,0
2,303,7,6/24/2021,0,0
2,303,7,7/8/2021,0,0
4,803,5,7/19/2021,8,2
4,803,5,8/3/2021,7,2
4,803,5,8/10/2021,0,0
4,803,5,8/23/2021,0,0
4,803,5,8/16/2021,11,2
4,803,5,7/7/2021,27,4
4,803,5,7/26/2021,0,0
4,803,5,6/23/2021,3,3
4,803,5,7/12/2021,0,0
4,803,5,9/7/2021,0,0
4,803,5,6/26/2021,0,0
4,803,5,7/6/2021,0,0
4,803,5,6/7/2021,0,0
4,803,5,6/24/2021,0,0
4,803,5,7/8/2021,0,0
4,703,7,7/19/2021,0,0
4,703,7,8/3/2021,0,0
4,703,7,8/10/2021,8,4
4,703,7,8/23/2021,2,2
4,703,7,8/16/2021,0,0
4,703,7,7/7/2021,0,0
4,703,7,7/26/2021,9,6
4,703,7,6/23/2021,0,0
4,703,7,7/12/2021,6,3
4,703,7,9/7/2021,1,1
4,703,7,6/26/2021,0,0
4,703,7,7/6/2021,0,0
4,703,7,6/7/2021,0,0
4,703,7,6/24/2021,0,0
4,703,7,7/8/2021,0,0
1,202,6,7/19/2021,18,5
1,202,6,8/3/2021,16,4
1,202,6,8/10/2021,0,0
1,202,6,8/23/2021,0,0
1,202,6,8/16/2021,7,4
1,202,6,7/7/2021,34,4
1,202,6,7/26/2021,0,0
1,202,6,6/23/2021,8,2
1,202,6,7/12/2021,0,0
1,202,6,9/7/2021,0,0
1,202,6,6/26/2021,0,0
1,202,6,7/6/2021,0,0
1,202,6,6/7/2021,0,0
1,202,6,6/24/2021,0,0
1,202,6,7/8/2021,0,0
1,101,1,7/19/2021,0,0
1,101,1,8/3/2021,0,0
1,101,1,8/10/2021,11,4
1,101,1,8/23/2021,8,1
1,101,1,8/16/2021,0,0
1,101,1,7/7/2021,0,0
1,101,1,7/26/2021,1,1
1,101,1,6/23/2021,0,0
1,101,1,7/12/2021,8,3
1,101,1,9/7/2021,8,5
1,101,1,6/26/2021,7,2
1,101,1,7/6/2021,0,0
1,101,1,6/7/2021,0,0
1,101,1,6/24/2021,0,0
1,101,1,7/8/2021,0,0
1,104,7,7/19/2021,0,0
1,104,7,8/3/2021,0,0
1,104,7,8/10/2021,8,2
1,104,7,8/23/2021,13,3
1,104,7,8/16/2021,0,0
1,104,7,7/7/2021,0,0
1,104,7,7/26/2021,4,2
1,104,7,6/23/2021,0,0
1,104,7,7/12/2021,3,3
1,104,7,9/7/2021,8,3
1,104,7,6/26/2021,0,0
1,104,7,7/6/2021,0,0
1,104,7,6/7/2021,0,0
1,104,7,6/24/2021,0,0
1,104,7,7/8/2021,0,0
3,602,4,7/19/2021,0,0
3,602,4,8/3/2021,0,0
3,602,4,8/10/2021,9,5
3,602,4,8/23/2021,8,1
3,602,4,8/16/2021,0,0
3,602,4,7/7/2021,0,0
3,602,4,7/26/2021,3,2
3,602,4,6/23/2021,0,0
3,602,4,7/12/2021,4,3
3,602,4,9/7/2021,7,2
3,602,4,6/26/2021,0,0
3,602,4,7/6/2021,0,0
3,602,4,6/7/2021,0,0
3,602,4,6/24/2021,0,0
3,602,4,7/8/2021,0,0
2,303,7,7/19/2021,0,0
2,303,7,8/3/2021,0,0
2,303,7,8/10/2021,0,0
2,303,7,8/23/2021,8,1
2,303,7,8/16/2021,0,0
2,303,7,7/7/2021,0,0
2,303,7,7/26/2021,2,1
2,303,7,6/23/2021,0,0
2,303,7,7/12/2021,0,0
2,303,7,9/7/2021,1,1
2,303,7,6/26/2021,0,0
2,303,7,7/6/2021,0,0
2,303,7,6/7/2021,0,0
2,303,7,6/24/2021,0,0
2,303,7,7/8/2021,0,0
2,302,5,7/19/2021,0,0
2,302,5,8/3/2021,0,0
2,302,5,8/10/2021,6,4
2,302,5,8/23/2021,6,2
2,302,5,8/16/2021,0,0
2,302,5,7/7/2021,0,0
2,302,5,7/26/2021,7,2
2,302,5,6/23/2021,0,0
2,302,5,7/12/2021,3,3
2,302,5,9/7/2021,10,3
2,302,5,6/26/2021,0,0
2,302,5,7/6/2021,0,0
2,302,5,6/7/2021,0,0
2,302,5,6/24/2021,0,0
2,302,5,7/8/2021,0,0
4,703,7,7/19/2021,16,6
4,703,7,8/3/2021,10,4
4,703,7,8/10/2021,0,0
4,703,7,8/23/2021,0,0
4,703,7,8/16/2021,3,2
4,703,7,7/7/2021,33,8
4,703,7,7/26/2021,0,0
4,703,7,6/23/2021,0,0
4,703,7,7/12/2021,0,0
4,703,7,9/7/2021,0,0
4,703,7,6/26/2021,0,0
4,703,7,7/6/2021,0,0
4,703,7,6/7/2021,0,0
4,703,7,6/24/2021,0,0
4,703,7,7/8/2021,0,0
4,804,1,7/19/2021,0,0
4,804,1,8/3/2021,0,0
4,804,1,8/10/2021,17,7
4,804,1,8/23/2021,6,4
4,804,1,8/16/2021,0,0
4,804,1,7/7/2021,0,0
4,804,1,7/26/2021,4,4
4,804,1,6/23/2021,0,0
4,804,1,7/12/2021,7,6
4,804,1,9/7/2021,5,4
4,804,1,6/26/2021,0,0
4,804,1,7/6/2021,0,0
4,804,1,6/7/2021,0,0
4,804,1,6/24/2021,0,0
4,804,1,7/8/2021,0,0
2,403,4,7/19/2021,2,2
2,403,4,8/3/2021,7,1
2,403,4,8/10/2021,0,0
2,403,4,8/23/2021,0,0
2,403,4,8/16/2021,4,3
2,403,4,7/7/2021,9,3
2,403,4,7/26/2021,0,0
2,403,4,6/23/2021,3,3
2,403,4,7/12/2021,0,0
2,403,4,9/7/2021,0,0
2,403,4,6/26/2021,0,0
2,403,4,7/6/2021,0,0
2,403,4,6/7/2021,0,0
2,403,4,6/24/2021,0,0
2,403,4,7/8/2021,0,0
1,203,2,7/19/2021,0,0
1,203,2,8/3/2021,0,0
1,203,2,8/10/2021,8,2
1,203,2,8/23/2021,11,4
1,203,2,8/16/2021,0,0
1,203,2,7/7/2021,0,0
1,203,2,7/26/2021,1,1
1,203,2,6/23/2021,0,0
1,203,2,7/12/2021,2,2
1,203,2,9/7/2021,1,1
1,203,2,6/26/2021,0,0
1,203,2,7/6/2021,0,0
1,203,2,6/7/2021,0,0
1,203,2,6/24/2021,0,0
1,203,2,7/8/2021,0,0
4,803,5,7/19/2021,0,0
4,803,5,8/3/2021,0,0
4,803,5,8/10/2021,5,4
4,803,5,8/23/2021,4,2
4,803,5,8/16/2021,0,0
4,803,5,7/7/2021,0,0
4,803,5,7/26/2021,11,4
4,803,5,6/23/2021,0,0
4,803,5,7/12/2021,17,6
4,803,5,9/7/2021,10,4
4,803,5,6/26/2021,0,0
4,803,5,7/6/2021,0,0
4,803,5,6/7/2021,0,0
4,803,5,6/24/2021,0,0
4,803,5,7/8/2021,0,0
3,504,6,7/19/2021,0,0
3,504,6,8/3/2021,0,0
3,504,6,8/10/2021,9,4
3,504,6,8/23/2021,12,4
3,504,6,8/16/2021,0,0
3,504,6,7/7/2021,0,0
3,504,6,7/26/2021,6,4
3,504,6,6/23/2021,0,0
3,504,6,7/12/2021,12,7
3,504,6,9/7/2021,8,4
3,504,6,6/26/2021,0,0
3,504,6,7/6/2021,0,0
3,504,6,6/7/2021,0,0
3,504,6,6/24/2021,0,0
3,504,6,7/8/2021,0,0
3,502,5,7/19/2021,0,0
3,502,5,8/3/2021,0,0
3,502,5,8/10/2021,4,3
3,502,5,8/23/2021,6,1
3,502,5,8/16/2021,0,0
3,502,5,7/7/2021,0,0
3,502,5,7/26/2021,2,2
3,502,5,6/23/2021,0,0
3,502,5,7/12/2021,3,2
3,502,5,9/7/2021,3,2
3,502,5,6/26/2021,0,0
3,502,5,7/6/2021,0,0
3,502,5,6/7/2021,0,0
3,502,5,6/24/2021,0,0
3,502,5,7/8/2021,0,0
1,204,4,7/19/2021,0,0
1,204,4,8/3/2021,0,0
1,204,4,8/10/2021,4,3
1,204,4,8/23/2021,5,3
1,204,4,8/16/2021,0,0
1,204,4,7/7/2021,0,0
1,204,4,7/26/2021,4,2
1,204,4,6/23/2021,0,0
1,204,4,7/12/2021,2,2
1,204,4,9/7/2021,12,4
1,204,4,6/26/2021,0,0
1,204,4,7/6/2021,0,0
1,204,4,6/7/2021,0,0
1,204,4,6/24/2021,0,0
1,204,4,7/8/2021,0,0
1,102,3,7/19/2021,14,5
1,102,3,8/3/2021,6,3
1,102,3,8/10/2021,0,0
1,102,3,8/23/2021,0,0
1,102,3,8/16/2021,9,5
1,102,3,7/7/2021,0,0
1,102,3,7/26/2021,0,0
1,102,3,6/23/2021,2,2
1,102,3,7/12/2021,0,0
1,102,3,9/7/2021,0,0
1,102,3,6/26/2021,0,0
1,102,3,7/6/2021,35,8
1,102,3,6/7/2021,0,0
1,102,3,6/24/2021,0,0
1,102,3,7/8/2021,0,0
2,304,1,7/19/2021,0,0
2,304,1,8/3/2021,0,0
2,304,1,8/10/2021,2,2
2,304,1,8/23/2021,1,1
2,304,1,8/16/2021,0,0
2,304,1,7/7/2021,0,0
2,304,1,7/26/2021,1,1
2,304,1,6/23/2021,0,0
2,304,1,7/12/2021,2,1
2,304,1,9/7/2021,7,3
2,304,1,6/26/2021,0,0
2,304,1,7/6/2021,0,0
2,304,1,6/7/2021,0,0
2,304,1,6/24/2021,0,0
2,304,1,7/8/2021,0,0
1,103,5,7/19/2021,0,0
1,103,5,8/3/2021,0,0
1,103,5,8/10/2021,7,4
1,103,5,8/23/2021,3,3
1,103,5,8/16/2021,0,0
1,103,5,7/7/2021,0,0
1,103,5,7/26/2021,0,0
1,103,5,6/23/2021,0,0
1,103,5,7/12/2021,4,3
1,103,5,9/7/2021,2,1
1,103,5,6/26/2021,0,0
1,103,5,7/6/2021,0,0
1,103,5,6/7/2021,0,0
1,103,5,6/24/2021,0,0
1,103,5,7/8/2021,0,0
2,302,5,7/19/2021,6,5
2,302,5,8/3/2021,11,5
2,302,5,8/10/2021,0,0
2,302,5,8/23/2021,0,0
2,302,5,8/16/2021,13,7
2,302,5,7/7/2021,16,3
2,302,5,7/26/2021,0,0
2,302,5,6/23/2021,2,1
2,302,5,7/12/2021,0,0
2,302,5,9/7/2021,0,0
2,302,5,6/26/2021,0,0
2,302,5,7/6/2021,0,0
2,302,5,6/7/2021,0,0
2,302,5,6/24/2021,0,0
2,302,5,7/8/2021,0,0
3,604,3,7/19/2021,0,0
3,604,3,8/3/2021,0,0
3,604,3,8/10/2021,4,3
3,604,3,8/23/2021,6,3
3,604,3,8/16/2021,0,0
3,604,3,7/7/2021,0,0
3,604,3,7/26/2021,6,4
3,604,3,6/23/2021,0,0
3,604,3,7/12/2021,1,1
3,604,3,9/7/2021,2,2
3,604,3,6/26/2021,0,0
3,604,3,7/6/2021,0,0
3,604,3,6/7/2021,0,0
3,604,3,6/24/2021,0,0
3,604,3,7/8/2021,0,0
1,102,3,7/19/2021,0,0
1,102,3,8/3/2021,0,0
1,102,3,8/10/2021,3,2
1,102,3,8/23/2021,5,3
1,102,3,8/16/2021,0,0
1,102,3,7/7/2021,0,0
1,102,3,7/26/2021,1,1
1,102,3,6/23/2021,0,0
1,102,3,7/12/2021,4,4
1,102,3,9/7/2021,4,1
1,102,3,6/26/2021,0,0
1,102,3,7/6/2021,0,0
1,102,3,6/7/2021,0,0
1,102,3,6/24/2021,0,0
1,102,3,7/8/2021,0,0
1,202,6,7/19/2021,0,0
1,202,6,8/3/2021,0,0
1,202,6,8/10/2021,0,0
1,202,6,8/23/2021,2,1
1,202,6,8/16/2021,0,0
1,202,6,7/7/2021,0,0
1,202,6,7/26/2021,3,2
1,202,6,6/23/2021,0,0
1,202,6,7/12/2021,2,2
1,202,6,9/7/2021,2,1
1,202,6,6/26/2021,0,0
1,202,6,7/6/2021,0,0
1,202,6,6/7/2021,0,0
1,202,6,6/24/2021,0,0
1,202,6,7/8/2021,0,0
